<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,20230101,042800,16523.8000000,16526.3200000,16522.2700000,16526.1000000,6
GDAX.BTC-USD,1,20230101,042900,16525.7800000,16526.3200000,16524.2200000,16525.6800000,5
GDAX.BTC-USD,1,20230101,043000,16525.4600000,16525.6800000,16523.4200000,16524.1400000,6
GDAX.BTC-USD,1,20230101,043100,16524.1400000,16525.5100000,16522.5600000,16523.5500000,5
GDAX.BTC-USD,1,20230101,043200,16523.5500000,16525.0500000,16521.9100000,16523.9400000,5
GDAX.BTC-USD,1,20230101,043300,16523.8700000,16524.1000000,16521.9100000,16523.5700000,4
GDAX.BTC-USD,1,20230101,043400,16523.5900000,16524.0500000,16521.8200000,16522.8900000,6
GDAX.BTC-USD,1,20230101,043500,16522.9000000,16527.6500000,16521.8200000,16526.6400000,8
GDAX.BTC-USD,1,20230101,043600,16526.6500000,16530.0000000,16525.0100000,16525.0100000,16
GDAX.BTC-USD,1,20230101,043700,16526.3900000,16528.2000000,16525.1600000,16527.9500000,5
GDAX.BTC-USD,1,20230101,043800,16527.6400000,16529.2000000,16525.4400000,16525.6700000,7
GDAX.BTC-USD,1,20230101,043900,16525.6600000,16527.2700000,16524.3100000,16526.5700000,4
GDAX.BTC-USD,1,20230101,044000,16526.1700000,16532.6900000,16525.1900000,16530.6900000,9
GDAX.BTC-USD,1,20230101,044100,16530.6100000,16533.9900000,16530.5900000,16533.9700000,7
GDAX.BTC-USD,1,20230101,044200,16533.5700000,16533.9900000,16530.2400000,16532.9500000,5
GDAX.BTC-USD,1,20230101,044300,16532.7300000,16533.5600000,16528.5800000,16531.0100000,5
GDAX.BTC-USD,1,20230101,044400,16530.9400000,16532.5500000,16528.7700000,16530.6100000,8
GDAX.BTC-USD,1,20230101,044500,16530.6100000,16533.2200000,16528.5400000,16532.3300000,5
GDAX.BTC-USD,1,20230101,044600,16532.7200000,16534.9700000,16531.0600000,16534.3400000,10
GDAX.BTC-USD,1,20230101,044700,16534.2800000,16535.0000000,16532.5200000,16533.3700000,5
GDAX.BTC-USD,1,20230101,044800,16533.3300000,16534.1200000,16531.5100000,16533.5500000,3
GDAX.BTC-USD,1,20230101,044900,16533.5600000,16537.7900000,16532.9300000,16536.4600000,25
GDAX.BTC-USD,1,20230101,045000,16537.6400000,16537.6400000,16534.8000000,16536.3600000,7
GDAX.BTC-USD,1,20230101,045100,16537.5700000,16538.8000000,16534.8900000,16535.2300000,16
GDAX.BTC-USD,1,20230101,045200,16535.3100000,16535.3200000,16532.0400000,16533.7500000,5
GDAX.BTC-USD,1,20230101,045300,16533.7500000,16537.1800000,16532.3500000,16535.6700000,8
GDAX.BTC-USD,1,20230101,045400,16534.7200000,16538.0200000,16534.7200000,16537.1700000,2
GDAX.BTC-USD,1,20230101,045500,16536.8700000,16538.6900000,16535.0000000,16537.7100000,12
GDAX.BTC-USD,1,20230101,045600,16537.5800000,16542.2100000,16536.6700000,16542.1600000,10
GDAX.BTC-USD,1,20230101,045700,16541.4300000,16547.6000000,16540.2700000,16542.6400000,19
GDAX.BTC-USD,1,20230101,045800,16543.6600000,16545.8900000,16540.1300000,16544.6300000,9
GDAX.BTC-USD,1,20230101,045900,16544.6200000,16544.7800000,16540.6000000,16542.6900000,4
GDAX.BTC-USD,1,20230101,050000,16542.7000000,16542.7500000,16533.1900000,16534.2300000,13
GDAX.BTC-USD,1,20230101,050100,16534.2100000,16537.4700000,16533.2200000,16537.4700000,8
GDAX.BTC-USD,1,20230101,050200,16538.0900000,16538.1300000,16533.8300000,16535.4800000,6
GDAX.BTC-USD,1,20230101,050300,16535.4800000,16535.4800000,16532.3300000,16532.3900000,4
GDAX.BTC-USD,1,20230101,050400,16532.6100000,16533.6100000,16529.6200000,16533.2600000,8
GDAX.BTC-USD,1,20230101,050500,16532.5700000,16533.5700000,16531.9100000,16533.2300000,4
GDAX.BTC-USD,1,20230101,050600,16532.9800000,16533.8700000,16531.5300000,16532.2800000,6
GDAX.BTC-USD,1,20230101,050700,16532.2900000,16533.8600000,16531.2700000,16532.8700000,5
GDAX.BTC-USD,1,20230101,050800,16532.7500000,16533.7100000,16531.3100000,16533.1500000,13
GDAX.BTC-USD,1,20230101,050900,16533.5000000,16533.7100000,16532.3200000,16533.6800000,6
GDAX.BTC-USD,1,20230101,051000,16533.6800000,16534.0100000,16530.5700000,16531.2900000,15
GDAX.BTC-USD,1,20230101,051100,16531.6700000,16533.8000000,16530.5900000,16533.3600000,9
GDAX.BTC-USD,1,20230101,051200,16532.5200000,16533.8000000,16531.3600000,16532.8200000,4
GDAX.BTC-USD,1,20230101,051300,16532.8200000,16532.8400000,16529.4500000,16532.0200000,11
GDAX.BTC-USD,1,20230101,051400,16532.0000000,16542.7700000,16531.9900000,16539.2300000,35
GDAX.BTC-USD,1,20230101,051500,16539.1000000,16542.9000000,16537.6600000,16542.9000000,17
GDAX.BTC-USD,1,20230101,051600,16542.8600000,16544.6500000,16540.5900000,16543.1400000,8
GDAX.BTC-USD,1,20230101,051700,16542.6700000,16543.9300000,16540.0000000,16542.5900000,7
GDAX.BTC-USD,1,20230101,051800,16541.8600000,16542.2500000,16540.0400000,16541.5700000,5
GDAX.BTC-USD,1,20230101,051900,16541.5400000,16542.3900000,16539.6100000,16542.3200000,8
GDAX.BTC-USD,1,20230101,052000,16541.6900000,16542.4400000,16539.6800000,16541.8100000,6
GDAX.BTC-USD,1,20230101,052100,16541.6700000,16542.4400000,16537.8800000,16540.1000000,9
GDAX.BTC-USD,1,20230101,052200,16539.2100000,16541.0700000,16538.6000000,16538.6900000,2
GDAX.BTC-USD,1,20230101,052300,16538.7000000,16539.9900000,16537.9900000,16539.5300000,5
GDAX.BTC-USD,1,20230101,052400,16539.5200000,16539.5200000,16535.8800000,16537.5600000,11
GDAX.BTC-USD,1,20230101,052500,16537.5700000,16539.4500000,16535.6300000,16538.5800000,9
GDAX.BTC-USD,1,20230101,052600,16538.5800000,16542.4400000,16536.9300000,16542.4400000,21
GDAX.BTC-USD,1,20230101,052700,16542.4300000,16542.4300000,16539.8100000,16540.4500000,5
GDAX.BTC-USD,1,20230101,052800,16540.4500000,16542.4400000,16538.4000000,16542.4300000,8
GDAX.BTC-USD,1,20230101,052900,16542.4200000,16546.2400000,16539.4200000,16543.8900000,9
GDAX.BTC-USD,1,20230101,053000,16543.6400000,16545.3700000,16541.9300000,16543.1100000,13
GDAX.BTC-USD,1,20230101,053100,16543.6100000,16545.6500000,16542.3300000,16545.6400000,6
GDAX.BTC-USD,1,20230101,053200,16545.6400000,16547.9800000,16543.8800000,16547.3400000,5
GDAX.BTC-USD,1,20230101,053300,16547.2400000,16549.2800000,16545.3800000,16547.8700000,6
GDAX.BTC-USD,1,20230101,053400,16547.9200000,16549.7500000,16546.3700000,16549.2700000,4
GDAX.BTC-USD,1,20230101,053500,16549.4900000,16550.0000000,16544.6600000,16546.5100000,19
GDAX.BTC-USD,1,20230101,053600,16546.8200000,16547.4000000,16542.0100000,16544.3300000,8
GDAX.BTC-USD,1,20230101,053700,16543.6300000,16544.5000000,16541.5700000,16541.6500000,6
GDAX.BTC-USD,1,20230101,053800,16541.4900000,16543.5500000,16541.1100000,16542.3500000,7
GDAX.BTC-USD,1,20230101,053900,16542.2600000,16542.3300000,16538.2400000,16540.2800000,9
GDAX.BTC-USD,1,20230101,054000,16540.2500000,16540.4900000,16535.2000000,16536.4200000,8
GDAX.BTC-USD,1,20230101,054100,16535.8600000,16536.5800000,16532.7500000,16534.4800000,9
GDAX.BTC-USD,1,20230101,054200,16534.4800000,16535.2800000,16531.8200000,16533.1300000,7
GDAX.BTC-USD,1,20230101,054300,16533.1300000,16533.9200000,16531.5100000,16533.5100000,7
GDAX.BTC-USD,1,20230101,054400,16533.5200000,16533.5200000,16529.5500000,16529.5500000,4
GDAX.BTC-USD,1,20230101,054500,16529.3800000,16534.0600000,16528.7500000,16532.9200000,11
GDAX.BTC-USD,1,20230101,054600,16532.7000000,16535.7600000,16532.4300000,16535.4700000,10
GDAX.BTC-USD,1,20230101,054700,16535.4100000,16536.3100000,16534.8700000,16535.3000000,3
GDAX.BTC-USD,1,20230101,054800,16535.2700000,16536.2300000,16533.5500000,16536.0300000,5
GDAX.BTC-USD,1,20230101,054900,16535.9900000,16536.2300000,16535.3900000,16535.7300000,1
GDAX.BTC-USD,1,20230101,055000,16535.5000000,16536.2200000,16532.3400000,16535.0700000,18
GDAX.BTC-USD,1,20230101,055100,16535.0500000,16536.2900000,16532.7800000,16536.1000000,8
GDAX.BTC-USD,1,20230101,055200,16535.9200000,16536.5800000,16535.0500000,16535.6400000,4
GDAX.BTC-USD,1,20230101,055300,16535.6400000,16536.5800000,16533.1000000,16536.2100000,12
GDAX.BTC-USD,1,20230101,055400,16536.2200000,16536.5800000,16533.5200000,16535.5000000,7
GDAX.BTC-USD,1,20230101,055500,16535.9600000,16536.5700000,16534.8900000,16535.9900000,3
GDAX.BTC-USD,1,20230101,055600,16536.0000000,16538.2200000,16535.4300000,16536.1000000,12
GDAX.BTC-USD,1,20230101,055700,16537.2400000,16537.5400000,16535.1300000,16537.3900000,7
GDAX.BTC-USD,1,20230101,055800,16537.0800000,16537.7300000,16536.2100000,16537.2300000,6
GDAX.BTC-USD,1,20230101,055900,16537.1500000,16538.6000000,16536.3100000,16538.6000000,2
GDAX.BTC-USD,1,20230101,060000,16538.3200000,16538.3200000,16522.0700000,16523.1600000,50
GDAX.BTC-USD,1,20230101,060100,16524.5900000,16524.6600000,16517.8800000,16524.2100000,26
GDAX.BTC-USD,1,20230101,060200,16524.2100000,16525.0400000,16514.7300000,16518.0000000,16
GDAX.BTC-USD,1,20230101,060300,16517.9800000,16521.4000000,16516.4400000,16520.5400000,18
GDAX.BTC-USD,1,20230101,060400,16520.4400000,16522.9200000,16518.9400000,16520.9400000,20
GDAX.BTC-USD,1,20230101,060500,16519.5700000,16521.7300000,16517.5400000,16521.7300000,9
GDAX.BTC-USD,1,20230101,060600,16520.9300000,16522.3400000,16519.3700000,16522.1200000,9
GDAX.BTC-USD,1,20230101,060700,16522.1200000,16523.4100000,16520.0000000,16522.9600000,9
GDAX.BTC-USD,1,20230101,060800,16522.9400000,16522.9400000,16519.9800000,16522.4000000,21
GDAX.BTC-USD,1,20230101,060900,16521.7100000,16521.8600000,16520.3000000,16521.3600000,2
GDAX.BTC-USD,1,20230101,061000,16521.2500000,16522.3500000,16519.2600000,16522.3500000,7
GDAX.BTC-USD,1,20230101,061100,16522.3200000,16522.3200000,16518.7300000,16520.2600000,5
GDAX.BTC-USD,1,20230101,061200,16520.2500000,16521.1500000,16517.9700000,16519.3100000,16
GDAX.BTC-USD,1,20230101,061300,16519.7700000,16521.5900000,16517.8700000,16520.2900000,14
GDAX.BTC-USD,1,20230101,061400,16520.5200000,16520.5200000,16517.5700000,16518.6600000,10
GDAX.BTC-USD,1,20230101,061500,16518.6600000,16518.6700000,16512.8900000,16517.3400000,9
GDAX.BTC-USD,1,20230101,061600,16516.9400000,16517.2500000,16515.1900000,16516.6900000,4
GDAX.BTC-USD,1,20230101,061700,16516.7800000,16516.9000000,16510.0900000,16512.1000000,28
GDAX.BTC-USD,1,20230101,061800,16512.1000000,16514.4500000,16511.5500000,16513.2900000,7
GDAX.BTC-USD,1,20230101,061900,16513.2300000,16513.6500000,16510.7800000,16512.6100000,16
GDAX.BTC-USD,1,20230101,062000,16512.6100000,16515.9500000,16510.1400000,16513.7200000,24
GDAX.BTC-USD,1,20230101,062100,16515.6800000,16517.1500000,16512.5700000,16517.1500000,23
GDAX.BTC-USD,1,20230101,062200,16517.6000000,16521.6000000,16516.0300000,16518.8900000,24
GDAX.BTC-USD,1,20230101,062300,16518.5600000,16520.0500000,16517.4000000,16519.2300000,8
GDAX.BTC-USD,1,20230101,062400,16518.6500000,16520.9800000,16517.3900000,16518.2900000,4
GDAX.BTC-USD,1,20230101,062500,16518.2900000,16520.0000000,16518.0900000,16519.9700000,7
GDAX.BTC-USD,1,20230101,062600,16519.6600000,16520.3500000,16518.4700000,16519.8400000,10
GDAX.BTC-USD,1,20230101,062700,16519.6400000,16521.5500000,16519.0500000,16520.8200000,6
GDAX.BTC-USD,1,20230101,062800,16521.3300000,16521.3600000,16517.5100000,16519.9100000,19
GDAX.BTC-USD,1,20230101,062900,16519.9000000,16521.6000000,16519.6300000,16520.6700000,4
GDAX.BTC-USD,1,20230101,063000,16520.4600000,16521.4000000,16517.7000000,16520.7800000,10
GDAX.BTC-USD,1,20230101,063100,16520.7800000,16521.3600000,16517.9400000,16518.8900000,6
GDAX.BTC-USD,1,20230101,063200,16518.9000000,16521.1400000,16518.8900000,16521.1300000,3
GDAX.BTC-USD,1,20230101,063300,16520.5000000,16524.5500000,16520.5000000,16523.7400000,8
GDAX.BTC-USD,1,20230101,063400,16524.5100000,16524.5100000,16522.4700000,16524.0700000,4
GDAX.BTC-USD,1,20230101,063500,16523.9500000,16524.3900000,16522.6400000,16523.5200000,4
GDAX.BTC-USD,1,20230101,063600,16523.2100000,16524.4800000,16522.5900000,16523.2600000,2
GDAX.BTC-USD,1,20230101,063700,16523.2700000,16524.0000000,16521.7300000,16523.1400000,6
GDAX.BTC-USD,1,20230101,063800,16522.9900000,16524.3700000,16520.1600000,16523.3800000,18
GDAX.BTC-USD,1,20230101,063900,16523.3800000,16525.6900000,16522.9200000,16525.5900000,18
GDAX.BTC-USD,1,20230101,064000,16525.6300000,16526.8000000,16522.0400000,16524.0400000,7
GDAX.BTC-USD,1,20230101,064100,16524.0500000,16524.1000000,16520.4300000,16522.9600000,7
GDAX.BTC-USD,1,20230101,064200,16522.9500000,16523.5700000,16520.4100000,16522.6500000,8
GDAX.BTC-USD,1,20230101,064300,16522.7400000,16524.8500000,16521.7200000,16524.8100000,4
GDAX.BTC-USD,1,20230101,064400,16524.7000000,16525.0200000,16523.3500000,16524.7900000,1
GDAX.BTC-USD,1,20230101,064500,16524.7900000,16525.0700000,16523.7400000,16523.7400000,3
GDAX.BTC-USD,1,20230101,064600,16523.5200000,16523.8100000,16519.1000000,16521.2400000,12
GDAX.BTC-USD,1,20230101,064700,16522.2500000,16522.5900000,16520.0000000,16521.8000000,7
GDAX.BTC-USD,1,20230101,064800,16521.8000000,16522.6000000,16519.1200000,16521.3900000,13
GDAX.BTC-USD,1,20230101,064900,16520.5800000,16523.4800000,16520.0600000,16522.8500000,7
GDAX.BTC-USD,1,20230101,065000,16522.2600000,16522.6300000,16519.6400000,16521.7700000,8
GDAX.BTC-USD,1,20230101,065100,16521.7700000,16522.1400000,16518.8300000,16520.9500000,4
GDAX.BTC-USD,1,20230101,065200,16520.7000000,16522.6400000,16518.9500000,16521.6500000,10
GDAX.BTC-USD,1,20230101,065300,16521.6400000,16522.5500000,16520.0500000,16522.2300000,8
GDAX.BTC-USD,1,20230101,065400,16522.0700000,16526.6100000,16521.6700000,16526.3500000,12
GDAX.BTC-USD,1,20230101,065500,16526.3500000,16526.3500000,16523.3100000,16523.9500000,11
GDAX.BTC-USD,1,20230101,065600,16523.9900000,16525.9500000,16522.8700000,16525.0700000,5
GDAX.BTC-USD,1,20230101,065700,16525.0800000,16526.2100000,16524.8400000,16524.8400000,5
GDAX.BTC-USD,1,20230101,065800,16524.8700000,16524.8700000,16522.8300000,16524.1900000,5
GDAX.BTC-USD,1,20230101,065900,16523.5600000,16524.3100000,16521.6700000,16523.3000000,5
GDAX.BTC-USD,1,20230101,070000,16523.9100000,16523.9100000,16520.3600000,16522.6700000,8
GDAX.BTC-USD,1,20230101,070100,16522.6800000,16523.7300000,16521.3600000,16522.1700000,7
GDAX.BTC-USD,1,20230101,070200,16522.4900000,16523.8200000,16521.7700000,16521.7700000,5
GDAX.BTC-USD,1,20230101,070300,16522.8000000,16525.7500000,16521.4000000,16523.9000000,9
GDAX.BTC-USD,1,20230101,070400,16524.0100000,16524.6100000,16523.0200000,16524.0000000,6
GDAX.BTC-USD,1,20230101,070500,16523.4200000,16524.5200000,16522.1000000,16524.1400000,5
GDAX.BTC-USD,1,20230101,070600,16524.1400000,16525.0000000,16521.7200000,16524.6200000,6
GDAX.BTC-USD,1,20230101,070700,16524.2700000,16524.8000000,16519.5000000,16520.9800000,9
GDAX.BTC-USD,1,20230101,070800,16520.8300000,16522.2200000,16516.2800000,16519.5300000,17
GDAX.BTC-USD,1,20230101,070900,16520.1300000,16521.1700000,16516.7900000,16517.6200000,16
GDAX.BTC-USD,1,20230101,071000,16517.6300000,16519.2100000,16516.3300000,16517.8000000,5
GDAX.BTC-USD,1,20230101,071100,16517.7000000,16519.6000000,16516.9700000,16517.2000000,5
GDAX.BTC-USD,1,20230101,071200,16517.0700000,16518.9300000,16516.3300000,16517.2000000,8
GDAX.BTC-USD,1,20230101,071300,16517.1900000,16518.4000000,16516.0800000,16516.6200000,2
GDAX.BTC-USD,1,20230101,071400,16516.9300000,16516.9300000,16513.1600000,16516.2700000,9
GDAX.BTC-USD,1,20230101,071500,16516.0400000,16517.1500000,16514.7300000,16516.2400000,4
GDAX.BTC-USD,1,20230101,071600,16516.2400000,16516.5700000,16514.3800000,16515.5200000,3
GDAX.BTC-USD,1,20230101,071700,16515.8400000,16519.5400000,16515.2100000,16519.5300000,12
GDAX.BTC-USD,1,20230101,071800,16519.4700000,16519.9300000,16518.0100000,16519.9000000,3
GDAX.BTC-USD,1,20230101,071900,16519.9000000,16519.9400000,16515.2900000,16518.3500000,7
GDAX.BTC-USD,1,20230101,072000,16518.3500000,16518.9900000,16512.3000000,16513.6400000,11
GDAX.BTC-USD,1,20230101,072100,16513.6400000,16514.2800000,16507.5900000,16510.9400000,22
GDAX.BTC-USD,1,20230101,072200,16511.5300000,16514.2800000,16509.8100000,16514.2800000,10
GDAX.BTC-USD,1,20230101,072300,16513.8600000,16514.8400000,16510.6300000,16512.1700000,6
GDAX.BTC-USD,1,20230101,072400,16512.1700000,16512.8600000,16508.5000000,16511.4000000,14
GDAX.BTC-USD,1,20230101,072500,16511.4000000,16512.1300000,16507.6700000,16510.6700000,11
GDAX.BTC-USD,1,20230101,072600,16509.9600000,16513.4300000,16509.8300000,16512.4100000,14
GDAX.BTC-USD,1,20230101,072700,16513.4000000,16513.7400000,16511.6900000,16513.7400000,5
GDAX.BTC-USD,1,20230101,072800,16513.4000000,16513.9200000,16511.0400000,16511.9800000,4
GDAX.BTC-USD,1,20230101,072900,16511.9800000,16513.8300000,16505.7600000,16507.9900000,43
GDAX.BTC-USD,1,20230101,073000,16508.0300000,16509.8500000,16507.8500000,16508.7800000,2
GDAX.BTC-USD,1,20230101,073100,16508.6500000,16509.6000000,16506.8100000,16509.2000000,10
GDAX.BTC-USD,1,20230101,073200,16508.8500000,16509.9000000,16506.5900000,16508.8700000,8
GDAX.BTC-USD,1,20230101,073300,16509.1000000,16510.8300000,16508.5900000,16510.7000000,8
GDAX.BTC-USD,1,20230101,073400,16510.7000000,16512.4900000,16509.9900000,16512.1300000,11
GDAX.BTC-USD,1,20230101,073500,16512.4800000,16514.7800000,16511.5900000,16514.4400000,9
GDAX.BTC-USD,1,20230101,073600,16514.4400000,16514.4400000,16512.8100000,16512.9500000,4
GDAX.BTC-USD,1,20230101,073700,16512.9700000,16515.0000000,16512.8000000,16514.6200000,10
GDAX.BTC-USD,1,20230101,073800,16514.6200000,16514.9300000,16512.3700000,16513.8100000,27
GDAX.BTC-USD,1,20230101,073900,16513.8100000,16515.7700000,16512.8700000,16515.7600000,17
GDAX.BTC-USD,1,20230101,074000,16515.7600000,16515.7600000,16513.0900000,16515.2500000,17
GDAX.BTC-USD,1,20230101,074100,16515.2500000,16517.0100000,16515.2000000,16515.5600000,11
GDAX.BTC-USD,1,20230101,074200,16515.6600000,16515.7200000,16511.4200000,16514.2200000,18
GDAX.BTC-USD,1,20230101,074300,16514.3300000,16515.4900000,16513.1400000,16514.4000000,9
GDAX.BTC-USD,1,20230101,074400,16514.4100000,16514.4600000,16510.5400000,16511.4400000,8
GDAX.BTC-USD,1,20230101,074500,16511.4500000,16511.4500000,16509.1200000,16509.9100000,8
GDAX.BTC-USD,1,20230101,074600,16509.4300000,16510.3900000,16505.6500000,16508.2600000,19
GDAX.BTC-USD,1,20230101,074700,16508.9600000,16509.9200000,16506.8300000,16507.5900000,29
GDAX.BTC-USD,1,20230101,074800,16508.8300000,16509.6300000,16507.2000000,16507.2000000,4
GDAX.BTC-USD,1,20230101,074900,16508.3700000,16508.4300000,16505.3800000,16507.4100000,5
GDAX.BTC-USD,1,20230101,075000,16507.4200000,16513.7000000,16505.9600000,16511.9800000,37
GDAX.BTC-USD,1,20230101,075100,16511.8500000,16516.0300000,16511.8500000,16514.9900000,24
GDAX.BTC-USD,1,20230101,075200,16514.9900000,16515.0000000,16506.7300000,16507.1100000,29
GDAX.BTC-USD,1,20230101,075300,16508.2600000,16509.1300000,16506.8700000,16509.0100000,7
GDAX.BTC-USD,1,20230101,075400,16509.0800000,16510.5500000,16507.0900000,16509.8600000,26
GDAX.BTC-USD,1,20230101,075500,16509.8600000,16510.7600000,16508.3800000,16510.4000000,11
GDAX.BTC-USD,1,20230101,075600,16510.4200000,16510.8300000,16506.0900000,16508.0500000,38
GDAX.BTC-USD,1,20230101,075700,16507.2000000,16508.0300000,16505.0000000,16507.3000000,22
GDAX.BTC-USD,1,20230101,075800,16507.3000000,16509.4800000,16505.0000000,16508.8000000,10
GDAX.BTC-USD,1,20230101,075900,16508.7600000,16512.7300000,16502.6600000,16511.7100000,30
GDAX.BTC-USD,1,20230101,080000,16511.6900000,16513.3000000,16509.6600000,16512.7000000,15
GDAX.BTC-USD,1,20230101,080100,16512.6800000,16514.2500000,16512.1900000,16512.6900000,9
GDAX.BTC-USD,1,20230101,080200,16512.8000000,16514.4600000,16512.1900000,16513.5000000,4
GDAX.BTC-USD,1,20230101,080300,16513.4400000,16514.4500000,16512.3800000,16513.9300000,3
GDAX.BTC-USD,1,20230101,080400,16513.5800000,16514.0000000,16512.5700000,16513.9700000,2
GDAX.BTC-USD,1,20230101,080500,16513.9700000,16514.0000000,16513.0700000,16513.3300000,4
GDAX.BTC-USD,1,20230101,080600,16513.3400000,16514.8000000,16511.6700000,16513.7700000,13
GDAX.BTC-USD,1,20230101,080700,16513.7700000,16514.2700000,16510.9400000,16512.1800000,13
GDAX.BTC-USD,1,20230101,080800,16512.8900000,16513.5000000,16510.6900000,16511.1300000,4
GDAX.BTC-USD,1,20230101,080900,16511.0500000,16515.0000000,16504.4500000,16506.3300000,37
GDAX.BTC-USD,1,20230101,081000,16505.2100000,16507.1000000,16504.4300000,16505.0900000,8
GDAX.BTC-USD,1,20230101,081100,16505.6800000,16506.7600000,16503.1900000,16504.8100000,17
GDAX.BTC-USD,1,20230101,081200,16504.8100000,16506.9800000,16503.4700000,16505.7800000,8
GDAX.BTC-USD,1,20230101,081300,16505.7000000,16509.0000000,16503.4200000,16507.7700000,8
GDAX.BTC-USD,1,20230101,081400,16508.6300000,16508.9900000,16507.6600000,16507.9900000,2
GDAX.BTC-USD,1,20230101,081500,16507.9900000,16508.9900000,16507.2700000,16508.5300000,2
GDAX.BTC-USD,1,20230101,081600,16507.9900000,16511.6800000,16507.9500000,16510.7700000,5
